business_postal_code_1,inspection_id,inspection_date,inspection_score,violation_description,risk_category,neighborhoods,Current Police Districts,population,avg_income
94112,7643_20170309,March,67,Contaminated or adulterated food,High Risk,66,9,"73,104","$57,629.00 "
94109,60933_20171214,December,81,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,50,4,"56,322","$43,444.00 "
94122,7275_20171115,November,96,Permit license or inspection report not posted,Low Risk,39,10,"55,492","$60,733.00 "
94123,34388_20180104,January,75,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,15,4,"22,903","$84,710.00 "
94105,39708_20170620,June,80,Improper cooling methods,High Risk,108,1,"2,058","$88,976.00 "
94122,251_20190619,June,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,109,10,"55,492","$60,733.00 "
94115,2039_20170531,May,91,Improper cooling methods,High Risk,102,4,"33,115","$54,879.00 "
94108,2601_20190731,July,81,Inadequate and inaccessible handwashing facilities,Moderate Risk,19,6,"13,716","$31,542.00 "
94108,2262_20190225,February,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,104,6,"13,716","$31,542.00 "
94121,32556_20190909,September,75,Improper cooling methods,High Risk,6,8,"42,473","$61,776.00 "
94110,7493_20171114,November,90,Permit license or inspection report not posted,Low Risk,53,3,"74,633","$53,795.00 "
94108,37115_20190604,June,87,Low risk vermin infestation,Low Risk,104,6,"13,716","$31,542.00 "
94118,19076_20170626,June,65,Inadequate warewashing facilities or equipment,Low Risk,5,8,"38,939","$61,609.00 "
94105,13623_20180622,June,75,Unclean or unsanitary food contact surfaces,High Risk,32,1,"2,058","$88,976.00 "
94112,18310_20190819,August,78,Unclean hands or improper use of gloves,High Risk,90,9,"73,104","$57,629.00 "
94109,60473_20170629,June,94,Low risk vermin infestation,Low Risk,20,5,"56,322","$43,444.00 "
94110,1000_20180523,May,76,Foods not protected from contamination,Moderate Risk,53,3,"74,633","$53,795.00 "
94110,2980_20180215,February,89,Improper reheating of food,High Risk,37,3,"74,633","$53,795.00 "
94105,39053_20190501,May,96,Foods not protected from contamination,Moderate Risk,32,1,"2,058","$88,976.00 "
94110,39398_20171020,October,85,Unclean or degraded floors walls or ceilings,Low Risk,83,9,"74,633","$53,795.00 "
94108,3111_20170127,January,87,Low risk vermin infestation,Low Risk,19,6,"13,716","$31,542.00 "
94115,61073_20170222,February,80,Improper reheating of food,High Risk,97,4,"33,115","$54,879.00 "
94107,13671_20181204,December,89,Foods not protected from contamination,Moderate Risk,34,1,"17,368","$61,362.00 "
94105,3409_20190128,January,77,Improper or defective plumbing,Low Risk,108,1,"2,058","$88,976.00 "
94115,7575_20170215,February,85,Inadequate and inaccessible handwashing facilities,Moderate Risk,101,4,"33,115","$54,879.00 "
94118,1932_20181031,October,83,Unclean or unsanitary food contact surfaces,High Risk,5,8,"38,939","$61,609.00 "
94110,36685_20171012,October,90,Moderate risk food holding temperature,Moderate Risk,53,3,"74,633","$53,795.00 "
94133,63121_20190605,June,86,Foods not protected from contamination,Moderate Risk,106,6,"26,827","$40,990.00 "
94108,4533_20191001,October,79,Inadequate procedures or records for time as a public health control,Moderate Risk,104,6,"13,716","$31,542.00 "
94110,34708_20190814,August,82,Improper cooling methods,High Risk,83,9,"74,633","$53,795.00 "
94115,64231_20170425,April,87,High risk food holding temperature,High Risk,103,4,"33,115","$54,879.00 "
94127,4630_20170304,March,96,Food safety certificate or food handler card not available,Low Risk,67,10,"20,624","$95,313.00 "
94111,4819_20170103,January,88,Foods not protected from contamination,Moderate Risk,108,6,"3,335","$56,569.00 "
94121,5974_20161102,November,96,Unapproved or unmaintained equipment or utensils,Low Risk,8,8,"42,473","$61,776.00 "
94121,1389_20171011,October,87,Low risk vermin infestation,Low Risk,8,8,"42,473","$61,776.00 "
94110,5156_20180430,April,94,Inadequate and inaccessible handwashing facilities,Moderate Risk,53,3,"74,633","$53,795.00 "
94133,1685_20171127,November,90,Moderate risk vermin infestation,Moderate Risk,104,6,"26,827","$40,990.00 "
94117,36758_20161214,December,86,No thermometers or uncalibrated thermometers,Low Risk,26,4,"38,758","$63,983.00 "
94123,670_20190507,May,86,Unclean nonfood contact surfaces,Low Risk,17,4,"22,903","$84,710.00 "
94122,62767_20190626,June,98,Unapproved or unmaintained equipment or utensils,Low Risk,109,10,"55,492","$60,733.00 "
94103,3982_20190801,August,86,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,32,1,"23,016","$31,131.00 "
94118,39810_20190910,September,88,Low risk vermin infestation,Low Risk,5,8,"38,939","$61,609.00 "
94108,500_20190910,September,96,Moderate risk food holding temperature,Moderate Risk,19,6,"13,716","$31,542.00 "
94121,19002_20190212,February,91,Permit license or inspection report not posted,Low Risk,8,8,"42,473","$61,776.00 "
94115,6019_20180613,June,96,Insufficient hot water or running water,Moderate Risk,100,4,"33,115","$54,879.00 "
94127,2808_20190103,January,74,Unclean or degraded floors walls or ceilings,Low Risk,67,10,"20,624","$95,313.00 "
94122,3228_20180619,June,86,Inadequate and inaccessible handwashing facilities,Moderate Risk,39,10,"55,492","$60,733.00 "
94110,2334_20171128,November,88,Moderate risk food holding temperature,Moderate Risk,53,3,"74,633","$53,795.00 "
94118,10877_20190701,July,48,Improper storage use or identification of toxic substances,Low Risk,5,8,"38,939","$61,609.00 "
94132,522_20170209,February,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,41,10,"26,291","$55,000.00 "
94108,1710_20170221,February,90,Improper food labeling or menu misrepresentation,Low Risk,19,6,"13,716","$31,542.00 "
94134,5859_20190912,September,98,Unapproved or unmaintained equipment or utensils,Low Risk,91,2,"40,134","$54,342.00 "
94110,32671_20170110,January,70,Improper storage of equipment utensils or linens,Low Risk,53,3,"74,633","$53,795.00 "
94111,62701_20190301,March,83,Insufficient hot water or running water,Moderate Risk,108,6,"3,335","$56,569.00 "
94110,2357_20180723,July,81,Foods not protected from contamination,Moderate Risk,53,3,"74,633","$53,795.00 "
94123,4734_20181128,November,85,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,17,4,"22,903","$84,710.00 "
94133,7745_20161110,November,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,99,6,"26,827","$40,990.00 "
94122,1959_20190206,February,79,High risk food holding temperature,High Risk,39,10,"55,492","$60,733.00 "
94111,40185_20170222,February,94,Improper food storage,Low Risk,77,6,"3,335","$56,569.00 "
94123,2063_20190924,September,77,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,17,4,"22,903","$84,710.00 "
94109,60473_20171215,December,92,Improper food labeling or menu misrepresentation,Low Risk,20,5,"56,322","$43,444.00 "
94112,36160_20171129,November,92,Moderate risk food holding temperature,Moderate Risk,94,9,"73,104","$57,629.00 "
94118,247_20190814,August,88,Moderate risk vermin infestation,Moderate Risk,5,8,"38,939","$61,609.00 "
94103,403_20180430,April,94,Unclean or degraded floors walls or ceilings,Low Risk,32,5,"23,016","$31,131.00 "
94108,2240_20171020,October,79,No thermometers or uncalibrated thermometers,Low Risk,108,6,"13,716","$31,542.00 "
94118,557_20171018,October,76,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,5,8,"38,939","$61,609.00 "
94134,194_20170919,September,84,Moderate risk food holding temperature,Moderate Risk,89,9,"40,134","$54,342.00 "
94102,10280_20181018,October,81,Unclean nonfood contact surfaces,Low Risk,21,4,"28,991","$22,351.00 "
94105,3963_20181126,November,94,Unclean nonfood contact surfaces,Low Risk,108,1,"2,058","$88,976.00 "
94110,3626_20171004,October,89,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,3,"74,633","$53,795.00 "
94105,62889_20190710,July,94,Inadequate and inaccessible handwashing facilities,Moderate Risk,32,1,"2,058","$88,976.00 "
94103,2842_20190220,February,70,Insufficient hot water or running water,Moderate Risk,32,5,"23,016","$31,131.00 "
94122,3228_20180619,June,86,Foods not protected from contamination,Moderate Risk,39,10,"55,492","$60,733.00 "
94118,7558_20180521,May,92,Unclean or degraded floors walls or ceilings,Low Risk,5,8,"38,939","$61,609.00 "
94123,4708_20170512,May,96,Unclean nonfood contact surfaces,Low Risk,15,4,"22,903","$84,710.00 "
94114,1434_20161205,December,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,84,3,"30,574","$75,727.00 "
94110,4449_20161215,December,80,Food safety certificate or food handler card not available,Low Risk,83,9,"74,633","$53,795.00 "
94121,1926_20190503,May,87,Low risk vermin infestation,Low Risk,7,8,"42,473","$61,776.00 "
94124,4817_20181029,October,90,Inadequate ventilation or lighting,Low Risk,86,2,"33,170","$37,146.00 "
94133,6966_20190403,April,79,Food safety certificate or food handler card not available,Low Risk,104,6,"26,827","$40,990.00 "
94115,64231_20190311,March,90,Unapproved or unmaintained equipment or utensils,Low Risk,103,4,"33,115","$54,879.00 "
94112,35828_20171031,October,74,Unclean or unsanitary food contact surfaces,High Risk,90,9,"73,104","$57,629.00 "
94104,39049_20190415,April,92,Improper storage of equipment utensils or linens,Low Risk,19,6,374,"$14,609.00 "
94111,1090_20170504,May,74,Improper food storage,Low Risk,106,6,"3,335","$56,569.00 "
94127,60484_20181101,November,81,High risk food holding temperature,High Risk,46,10,"20,624","$95,313.00 "
94123,5961_20180220,February,96,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,14,4,"22,903","$84,710.00 "
94122,510_20161109,November,87,Unclean or degraded floors walls or ceilings,Low Risk,39,10,"55,492","$60,733.00 "
94102,1031_20180328,March,85,Moderate risk vermin infestation,Moderate Risk,22,4,"28,991","$22,351.00 "
94110,61736_20170713,July,86,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,53,3,"74,633","$53,795.00 "
94102,60354_20190606,June,89,High risk food holding temperature,High Risk,19,5,"28,991","$22,351.00 "
94103,59577_20170427,April,77,Insufficient hot water or running water,Moderate Risk,32,5,"23,016","$31,131.00 "
94122,14303_20180621,June,84,Moderate risk vermin infestation,Moderate Risk,39,10,"55,492","$60,733.00 "
94112,1994_20170525,May,92,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,80,9,"73,104","$57,629.00 "
94111,3510_20190403,April,79,Foods not protected from contamination,Moderate Risk,104,6,"3,335","$56,569.00 "
94110,36348_20191002,October,77,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,53,3,"74,633","$53,795.00 "
94110,2646_20190508,May,88,Inadequate dressing rooms or improper storage of personal items,Low Risk,53,3,"74,633","$53,795.00 "
94102,3645_20171102,November,90,Moderate risk food holding temperature,Moderate Risk,21,1,"28,991","$22,351.00 "
94107,782_20180413,April,92,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,54,1,"17,368","$61,362.00 "
94118,2143_20190626,June,87,Unclean or degraded floors walls or ceilings,Low Risk,5,8,"38,939","$61,609.00 "
94112,61016_20171205,December,94,Insufficient hot water or running water,Moderate Risk,90,9,"73,104","$57,629.00 "
94115,7768_20190802,August,90,Improper storage use or identification of toxic substances,Low Risk,22,4,"33,115","$54,879.00 "
94112,7747_20161210,December,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,80,9,"73,104","$57,629.00 "
94110,21982_20190129,January,70,Moderate risk food holding temperature,Moderate Risk,61,9,"74,633","$53,795.00 "
94110,33710_20190731,July,96,Unclean or degraded floors walls or ceilings,Low Risk,53,3,"74,633","$53,795.00 "
94111,27791_20190325,March,96,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,108,6,"3,335","$56,569.00 "
94133,2127_20161017,October,79,Foods not protected from contamination,Moderate Risk,17,4,"26,827","$40,990.00 "
94109,3285_20161005,October,77,Unclean hands or improper use of gloves,High Risk,50,4,"56,322","$43,444.00 "
94121,40217_20180601,June,81,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,8,8,"42,473","$61,776.00 "
94117,1636_20181003,October,88,Unapproved or unmaintained equipment or utensils,Low Risk,26,4,"38,758","$63,983.00 "
94108,17508_20170419,April,89,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,104,6,"13,716","$31,542.00 "
94133,2987_20170719,July,94,Unapproved or unmaintained equipment or utensils,Low Risk,106,6,"26,827","$40,990.00 "
94105,2996_20190711,July,72,High risk vermin infestation,High Risk,30,1,"2,058","$88,976.00 "
94133,1568_20180405,April,90,Unapproved or unmaintained equipment or utensils,Low Risk,107,6,"26,827","$40,990.00 "
94122,3241_20190807,August,96,Unclean or degraded floors walls or ceilings,Low Risk,39,10,"55,492","$60,733.00 "
94118,36534_20190123,January,96,Low risk vermin infestation,Low Risk,10,8,"38,939","$61,609.00 "
94109,320_20180522,May,81,Unclean or degraded floors walls or ceilings,Low Risk,50,4,"56,322","$43,444.00 "
94115,4559_20190308,March,81,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,103,4,"33,115","$54,879.00 "
94117,1042_20171211,December,92,Moderate risk vermin infestation,Moderate Risk,26,4,"38,758","$63,983.00 "
94105,1487_20190610,June,96,Permit license or inspection report not posted,Low Risk,32,1,"2,058","$88,976.00 "
94109,3323_20180213,February,96,Unclean nonfood contact surfaces,Low Risk,107,6,"56,322","$43,444.00 "
94122,1398_20190417,April,86,Unclean or unsanitary food contact surfaces,High Risk,109,10,"55,492","$60,733.00 "
94115,1454_20190411,April,94,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,101,4,"33,115","$54,879.00 "
94115,38442_20170103,January,77,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,103,4,"33,115","$54,879.00 "
94107,9156_20180307,March,88,Moderate risk vermin infestation,Moderate Risk,31,1,"17,368","$61,362.00 "
94105,4598_20170124,January,90,Inadequate dressing rooms or improper storage of personal items,Low Risk,108,1,"2,058","$88,976.00 "
94122,19043_20180905,September,92,Moderate risk food holding temperature,Moderate Risk,39,10,"55,492","$60,733.00 "
94108,62578_20181130,November,73,Insufficient hot water or running water,Moderate Risk,104,6,"13,716","$31,542.00 "
94102,5215_20190913,September,88,Improper thawing methods,Moderate Risk,20,5,"28,991","$22,351.00 "
94110,5025_20180405,April,90,Food safety certificate or food handler card not available,Low Risk,83,9,"74,633","$53,795.00 "
94109,64141_20161024,October,90,Unclean or degraded floors walls or ceilings,Low Risk,50,4,"56,322","$43,444.00 "
94122,589_20161128,November,85,Unapproved or unmaintained equipment or utensils,Low Risk,39,10,"55,492","$60,733.00 "
94111,25374_20171114,November,86,Improper cooling methods,High Risk,77,6,"3,335","$56,569.00 "
94118,544_20180925,September,72,Unclean nonfood contact surfaces,Low Risk,5,8,"38,939","$61,609.00 "
94103,1154_20180110,January,81,High risk food holding temperature,High Risk,37,3,"23,016","$31,131.00 "
94109,302_20190917,September,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20,6,"56,322","$43,444.00 "
94114,20327_20180717,July,84,Improper cooling methods,High Risk,84,3,"30,574","$75,727.00 "
94123,4703_20170830,August,84,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,15,4,"22,903","$84,710.00 "
94103,1542_20191001,October,86,Noncompliance with HAACP plan or variance,Moderate Risk,53,3,"23,016","$31,131.00 "
